id_avaliacao,filosofo,id_filosofo,materia,id_materia,classificacao,cor,justificativa
A639,Philip Kitcher,F32,Psicanálise,M34,Não Ciência,Cinza,Kitcher provavelmente a veria com reservas devido à dificuldade de testar muitas de suas hipóteses centrais.
A640,Philip Kitcher,F32,Química Analítica ,M35,Ciência,Verde,Altamente testável e integrada à química moderna.
A641,Philip Kitcher,F32,Física - Química ,M35,Ciência,Verde,Forte unificação e fecundidade científica.
A642,Philip Kitcher,F32,Quiropraxia,M36,Não Ciência,Cinza,Algumas práticas possuem evidência independente; outras permanecem controversas.
A643,Philip Kitcher,F32,Religião,M37,Não Ciência,Cinza,Baseada em fé e não em investigação empírica.
A644,Philip Kitcher,F32,Sociologia,M38,Ciência,Verde,Produz hipóteses testáveis e novas agendas de pesquisa.
A645,Philip Kitcher,F32,Teologia,M39,Não Ciência,Cinza,Fundamentada em pressupostos religiosos.
A646,Philip Kitcher,F32,Teoria das Cordas,M40,Ciência,Verde,"Integra um programa unificado e fecundo, embora sua testabilidade atual seja limitada."
A647,Philip Kitcher,F32,Terraplanismo,M41,Pseudociência,Vermelho,Incapaz de competir com a capacidade explicativa e unificadora da ciência moderna.
A648,Philip Kitcher,F32,Atomismo,M42,Ciência,Verde,Integra um programa científico altamente fecundo e unificado.
A649,Philip Kitcher,F32,Criticismo literário,M43,Não Ciência,Cinza,"Campo interpretativo, não empírico."
A650,Susan Haack,F33,Acupuntura,M01,Não Ciência,Cinza,"Algumas práticas são investigadas seriamente, mas certos pressupostos tradicionais permanecem pouco sustentados."
A651,Susan Haack,F33,Alquimia,M02,Não Ciência,Cinza,Não corresponde aos padrões modernos de investigação crítica.
A652,Susan Haack,F33,Antropologia Biológica,M03.1,Ciência,Verde,Evidências empíricas e revisão constante de hipóteses.
A653,Susan Haack,F33,Arqueologia,M03.2,Ciência,Verde,Pesquisa baseada em evidências e revisão crítica.
A654,Susan Haack,F33,Antropologia Cultural/Social,M03.3,Ciência,Verde,Investigação aberta à correção e sustentada por evidências.
A655,Susan Haack,F33,Antropologia Linguística,M03.4,Ciência,Verde,Produz conhecimento por investigação sistemática.
A656,Susan Haack,F33,Artes Visuais,M04.1,Não Ciência,Cinza,"Objetivos estéticos, não investigativos."
A657,Susan Haack,F33,Artes Cênicas,M04.2,Não Ciência,Cinza,Produção artística.
A658,Susan Haack,F33,Artes Musicais,M04.3,Não Ciência,Cinza,Produção artística.
A659,Susan Haack,F33,Artes Aplicadas e Design,M04.4,Não Ciência,Cinza,"Atividade técnica e criativa, não investigativa."
A660,Susan Haack,F33,Astrologia,M05,Pseudociência,Vermelho,Ignora sistematicamente evidências contrárias.
A661,Susan Haack,F33,Astronomia,M06,Ciência,Verde,Exemplo robusto de investigação crítica.
A662,Susan Haack,F33,Ecologia,M07.1,Ciência,Verde,"Baseada em observação, testes e revisão contínua."
A663,Susan Haack,F33,Biologia Molecular,M07.2,Ciência,Verde,Investigação empírica sofisticada e autocorretiva.
A664,Susan Haack,F33,Biorritmos,M08,Pseudociência,Vermelho,Falta de suporte empírico consistente.
A665,Susan Haack,F33,Criacionismo,M09,Pseudociência,Vermelho,Caso clássico de pseudoinvestigação para Haack.
A666,Susan Haack,F33,Design Inteligente,M10,Pseudociência,Vermelho,Busca confirmar conclusões prévias em vez de investigá-las criticamente.
A667,Susan Haack,F33,Direito,M11,Não Ciência,Cinza,"Campo normativo, não empírico."
A668,Susan Haack,F33,Microeconomia,M12.1,Ciência,Verde,Produz hipóteses confrontáveis com evidências.
A669,Susan Haack,F33,Macroeconomia,M12.2,Ciência,Verde,Investigação empírica sujeita a revisão.
A670,Susan Haack,F33,Economia aplicada,M12.3,Ciência,Verde,Uso sistemático de evidências.
A671,Susan Haack,F33,Engenharia de pesca,M13.1,Ciência,Verde,Baseada em conhecimentos produzidos cientificamente.
A672,Susan Haack,F33,Engenharia aeroespacial,M13.2,Ciência,Verde,Aplicação de conhecimento científico testado.
A673,Susan Haack,F33,Esportes,M14,Não Ciência,Cinza,Prática social.
A674,Susan Haack,F33,Filosofia - Estética,M15.1,Não Ciência,Cinza,Reflexão filosófica.
A675,Susan Haack,F33,Filosofia - Ética,M15.2,Não Ciência,Cinza,Campo normativo.
A676,Susan Haack,F33,Filosofia - Metafísica,M15.3,Não Ciência,Cinza,Não fundamentada em investigação empírica.
A677,Susan Haack,F33,Filosofia - Epistemologia,M15.4,Não Ciência,Cinza,Filosofia do conhecimento.
A678,Susan Haack,F33,Filosofia - Lógica,M15.5,Não Ciência,Cinza,"Ferramenta racional, mas não investigação empírica."
A679,Susan Haack,F33,Física,M18,Ciência,Verde,Modelo exemplar de investigação crítica.
A680,Susan Haack,F33,Frenologia,M19,Pseudociência,Vermelho,Recusou evidências contrárias e foi abandonada pela ciência.
A681,Susan Haack,F33,Geografia Física,M20.1,Ciência,Verde,Pesquisa empírica e autocorretiva.
A682,Susan Haack,F33,Geografia Humana,M20.2,Ciência,Verde,Produz conhecimento mediante investigação sistemática.
A683,Susan Haack,F33,Geotecnologias,M20.3,Ciência,Verde,Baseadas em métodos e evidências.
A684,Susan Haack,F33,História,M21,Ciência,Verde,"Embora diferente das ciências naturais, utiliza evidências e revisão crítica."
A685,Susan Haack,F33,Homeopatia,M22,Pseudociência,Vermelho,Persistência apesar da ausência de evidências robustas.
A686,Susan Haack,F33,Linguística Formal,M23,Ciência,Verde,Produz hipóteses sujeitas à crítica e revisão.
A687,Susan Haack,F33,Literatura,M24,Não Ciência,Cinza,Campo interpretativo e artístico.
A688,Susan Haack,F33,Marxismo,M25,Não Ciência,Cinza,Algumas vertentes são abertas à evidência; outras assumem caráter dogmático.
A689,Susan Haack,F33,Matemática,M26,Não Ciência,Cinza,Não depende de investigação empírica.
A690,Susan Haack,F33,Medicina,M27,Ciência,Verde,Constantemente corrigida por novas evidências.
A691,Susan Haack,F33,Psicologia,M28,Ciência,Verde,Investigação empírica aberta à revisão.
A692,Susan Haack,F33,Mitologia explicativa (Etiológica),M29,Não Ciência,Cinza,"Narrativas culturais, não investigação crítica."
A693,Susan Haack,F33,Mitologia Narrativa (Épica),M29,Não Ciência,Cinza,Produção simbólica.
A694,Susan Haack,F33,Neurociência,M30,Ciência,Verde,Pesquisa altamente empírica e autocorretiva.
A695,Susan Haack,F33,"Parapsicologia (Telepatia, Telecinese)",M31,Pseudociência,Vermelho,Histórico de baixa confiabilidade e resistência à refutação.
A696,Susan Haack,F33,Pedagogia,M32,Ciência,Verde,Quando baseada em pesquisa educacional empírica.
A697,Susan Haack,F33,Política,M33,Não Ciência,Cinza,Mistura investigação empírica e reflexão normativa.
A698,Susan Haack,F33,Psicanálise,M34,Não Ciência,Cinza,Algumas versões dialogam com evidências; outras resistem à refutação.
A699,Susan Haack,F33,Química Analítica ,M35,Ciência,Verde,Investigação rigorosamente baseada em evidências.
A700,Susan Haack,F33,Física - Química ,M35,Ciência,Verde,Pesquisa experimental e teórica aberta à correção.
A701,Susan Haack,F33,Quiropraxia,M36,Não Ciência,Cinza,Algumas práticas possuem evidência; outras permanecem controversas.
A702,Susan Haack,F33,Religião,M37,Não Ciência,Cinza,Fundamentada na fé e não na investigação empírica.
A703,Susan Haack,F33,Sociologia,M38,Ciência,Verde,Investigação sistemática baseada em evidências sociais.
A704,Susan Haack,F33,Teologia,M39,Não Ciência,Cinza,Fundamentada em pressupostos religiosos.
A705,Susan Haack,F33,Teoria das Cordas,M40,Ciência,Verde,"Inserida em uma comunidade científica aberta à crítica e revisão, apesar das dificuldades empíricas atuais."
A706,Susan Haack,F33,Terraplanismo,M41,Pseudociência,Vermelho,Rejeita evidências contrárias de forma sistemática.
A707,Susan Haack,F33,Atomismo,M42,Ciência,Verde,Teoria sustentada por vasta investigação empírica.
A708,Susan Haack,F33,Criticismo literário,M43,Não Ciência,Cinza,"Campo interpretativo, não investigativo em sentido científico."
A709,Mituo Taketani,F34,Acupuntura,M01,Pseudociência,Vermelho,Postula efeitos fisiológicos terapêuticos a partir de base material estrutural (meridianos) indemonstrável empiricamente.
A710,Mituo Taketani,F34,Alquimia,M02,Pseudociência,Vermelho,"Observa fenômenos reativos, mas atribui causalidade a substâncias fantasiosas, rompendo o ciclo dialético da matéria."
A711,Mituo Taketani,F34,Antropologia Biológica,M03.1,Ciência,Verde,Cumpre o ciclo ao mapear fenômenos adaptativos em estruturas genéticas e quantificá-las por dinâmicas populacionais precisas.
A712,Mituo Taketani,F34,Arqueologia,M03.2,Não Ciência,Cinza,"Permanece no estágio fenomenológico e substancial (descrição material), sem deduzir leis matemáticas dinâmicas universais."
A713,Mituo Taketani,F34,Antropologia Cultural/Social,M03.3,Não Ciência,Cinza,"Limita-se à catalogação descritiva de fenômenos sociais, não configurando a estrutura material e leis matemáticas universais."
A714,Mituo Taketani,F34,Antropologia Linguística,M03.4,Não Ciência,Cinza,Foca na catalogação de ocorrências linguísticas sem alcançar a derivação de leis estruturais estritamente universais e quantificáveis.
A715,Mituo Taketani,F34,Artes Visuais,M04.1,Não Ciência,Cinza,"Expressão estética e técnica, desprovida de investigação fenomenológica material e estrutural visando leis físicas."
A716,Mituo Taketani,F34,Artes Cênicas,M04.2,Não Ciência,Cinza,Prática performática humana desvinculada de formulação analítica sobre a estrutura constituinte da matéria.
A717,Mituo Taketani,F34,Artes Musicais,M04.3,Não Ciência,Cinza,Disciplina estética não orientada à dialética metodológica de investigação de estruturas físicas universais.
A718,Mituo Taketani,F34,Artes Aplicadas e Design,M04.4,Não Ciência,Cinza,"Prática projetual e utilitária, operando de maneira paralela à exigência metodológica de formular leis da natureza."
A719,Mituo Taketani,F34,Astrologia,M05,Pseudociência,Vermelho,Postula leis matemáticas e influências dinâmicas carentes de comprovação objetiva sobre a base material interveniente.
A720,Mituo Taketani,F34,Astronomia,M06,Ciência,Verde,"Completa o ciclo dialético investigando fenômenos ópticos, evidenciando estruturas estelares e deduzindo leis astrofísicas."
A721,Mituo Taketani,F34,Ecologia,M07.1,Ciência,Verde,"Articula fenômenos interacionais à estrutura ecossistêmica material, formulando modelos dinâmicos e termodinâmicos universais."
A722,Mituo Taketani,F34,Biologia Molecular,M07.2,Ciência,Verde,"Conecta os fenômenos hereditários às estruturas moleculares físicas, fundamentando-se em dinâmicas bioquímicas rigorosas."
A723,Mituo Taketani,F34,Biorritmos,M08,Pseudociência,Vermelho,Cria equações matemáticas (estágio essencial) abstratas não suportadas por fundamentação biológica e material válida.
A724,Mituo Taketani,F34,Criacionismo,M09,Pseudociência,Vermelho,Interrompe o ciclo epistemológico ao postular leis geradoras desprovidas de comprovação fenomenológica material subjacente.
A725,Mituo Taketani,F34,Design Inteligente,M10,Pseudociência,Vermelho,Formula postulados estruturais finais prescindindo de comprovação dos mecanismos materiais objetivos correspondentes.
A726,Mituo Taketani,F34,Direito,M11,Não Ciência,Cinza,"Campo normativo presuntivo, desenhado para a ordenação social e desvinculado da descoberta de leis naturais materiais."
A727,Mituo Taketani,F34,Microeconomia,M12.1,Ciência,Verde,"Observa fenômenos de troca, consolida a estrutura de agentes materiais limitados e sistematiza equações dinâmicas universais."
A728,Mituo Taketani,F34,Macroeconomia,M12.2,Ciência,Verde,Sistematiza fenômenos agregados e capacidades materiais produtivas por meio de modelagem matemática quantificável estrita.
A729,Mituo Taketani,F34,Economia aplicada,M12.3,Ciência,Verde,Submete as dinâmicas teóricas universais estruturadas à constante verificação dialética empírica dos fenômenos.
A730,Mituo Taketani,F34,Engenharia de pesca,M13.1,Ciência,Verde,Aplica formulações essenciais biológicas e fluidodinâmicas à quantificação e estruturação de fenômenos na aquicultura.
A731,Mituo Taketani,F34,Engenharia aeroespacial,M13.2,Ciência,Verde,Consolida o ciclo aplicando equações mecânicas universais à constituição material visando a produção de fenômenos de voo.
A732,Mituo Taketani,F34,Esportes,M14,Não Ciência,Cinza,Prática motora humana aplicada; não atua como campo teórico de pesquisa voltado às leis naturais de estruturação da matéria.
A733,Mituo Taketani,F34,Filosofia - Estética,M15.1,Não Ciência,Cinza,"Investigação analítica do belo abstrato, não ancorada em estágios de empirismo fenomênico ou estrutura material quantificável."
A734,Mituo Taketani,F34,Filosofia - Ética,M15.2,Não Ciência,Cinza,"Estudo axiológico e prescritivo das condutas morais, estruturalmente desprovido de dependência de base fenomênica física."
A735,Mituo Taketani,F34,Filosofia - Metafísica,M15.3,Não Ciência,Cinza,"Foca na formulação abstrata do ser e das causas elementares, rompendo deliberadamente com a base material empírica."
A736,Mituo Taketani,F34,Filosofia - Epistemologia,M15.4,Não Ciência,Cinza,"Atua sobre a natureza conceitual da formulação do saber, não estabelecendo equações pautadas no mecanismo dialético material."
A737,Mituo Taketani,F34,Filosofia - Lógica,M15.5,Não Ciência,Cinza,Sistema formal puramente dedutivo que elabora premissas apriorísticas e não depende de fenomenologia ou substância física.
A738,Mituo Taketani,F34,Física,M18,Ciência,Verde,"Cumpre estritamente o critério: documenta fenômenos, desvenda a substância particulada e formula a essencialidade matemática estrita."
A739,Mituo Taketani,F34,Frenologia,M19,Pseudociência,Vermelho,"Estabeleceu conexões inválidas entre fenômenos ósseos estruturais e atividade fisiológica mental, invalidando o ciclo dialético."
A740,Mituo Taketani,F34,Geografia Física,M20.1,Ciência,Verde,"Vincula fenômenos topográficos a estruturas geológicas, elaborando sistemas dinâmicos e termodinâmicos terrestres precisos."
A741,Mituo Taketani,F34,Geografia Humana,M20.2,Ciência,Verde,Mapeia as manifestações populacionais fenomênicas sobre o espaço físico e deriva modelagens matemáticas socioespaciais consolidadas.
A742,Mituo Taketani,F34,Geotecnologias,M20.3,Ciência,Verde,"Instrumentaliza o estágio essencial (física eletromagnética) para registrar, estruturar e modelar matematicamente a matéria."
A743,Mituo Taketani,F34,História,M21,Não Ciência,Cinza,"Disciplina documental e descritiva fixada na etapa fenomênica, sem o objetivo metodológico de postular leis dinâmicas fixas."
A744,Mituo Taketani,F34,Homeopatia,M22,Pseudociência,Vermelho,Reivindica a ocorrência de fenômenos clínicos na absoluta ausência de base material substancial e estrutural mensurável.
A745,Mituo Taketani,F34,Linguística Formal,M23,Ciência,Verde,"Isola as manifestações do idioma, extrai a estrutura sintática latente e constrói modelos axiomáticos matemáticos cognitivos."
A746,Mituo Taketani,F34,Literatura,M24,Não Ciência,Cinza,"Prática expressiva e hermenêutica pautada em critérios estéticos, alheia aos três estágios do rigor científico materialista."
A747,Mituo Taketani,F34,Marxismo,M25,Não Ciência,Cinza,Formulação histórico-sociológica que carece do rigor exato na formulação de leis matemáticas dinâmicas universais sobre a matéria.
A748,Mituo Taketani,F34,Matemática,M26,Não Ciência,Cinza,Cria axiomas e equações lógicas perfeitas desobrigadas de possuir base material empírica provada na natureza física contingente.
A749,Mituo Taketani,F34,Medicina,M27,Ciência,Verde,"Integra sistematicamente a anamnese dos fenômenos clínicos, a patologia estrutural celular e as leis universais bioquímicas de base."
A750,Mituo Taketani,F34,Psicologia,M28,Ciência,Verde,"Avalia o escopo fenomênico cognitivo, rastreia seus vínculos estruturais cerebrais fundamentando formulações dinâmicas de ação."
A751,Mituo Taketani,F34,Mitologia explicativa (Etiológica),M29,Não Ciência,Cinza,Elaboração narrativa fundacional desprovida de estrutura material observável e imune ao crivo dialético físico de refutação.
A752,Mituo Taketani,F34,Mitologia Narrativa (Épica),M29,Não Ciência,Cinza,Representação literária e mitográfica que não se qualifica como inquérito fenomenológico a respeito da estrutura da realidade física.
A753,Mituo Taketani,F34,Neurociência,M30,Ciência,Verde,Cumpre os critérios de modo estrito interligando impulsos elétricos estruturais fenomênicos às leis matemáticas sinápticas.
A754,Mituo Taketani,F34,"Parapsicologia (Telepatia, Telecinese)",M31,Pseudociência,Vermelho,"Alega resultados e capacidades fenomenológicas desprovidas de suporte em qualquer base física, rompendo categoricamente o ciclo."
A755,Mituo Taketani,F34,Pedagogia,M32,Não Ciência,Cinza,"Área interventiva e formativa voltada para as normas do aprendizado, isenta do propósito dialético de ditar leis da natureza."
A756,Mituo Taketani,F34,Política,M33,Não Ciência,Cinza,"Esfera axiológica pautada em sistemas normativos para a governança institucional, operando inteiramente fora da mecânica material."
A757,Mituo Taketani,F34,Psicanálise,M34,Pseudociência,Vermelho,"Constrói complexa topologia estrutural (id, ego) não passível de redução à comprovação em base material eletroquímica ou neural."
A758,Mituo Taketani,F34,Química Analítica ,M35,Ciência,Verde,Domínio estrito da base substancial cujas manifestações reativas obedecem imperiosamente a leis estequiométricas universais.
A759,Mituo Taketani,F34,Física - Química ,M35,Ciência,Verde,Grau máximo da dialética epistemológica; estuda os fenômenos atômicos revelando as essências físicas termodinâmicas.
A760,Mituo Taketani,F34,Quiropraxia,M36,Pseudociência,Vermelho,Atribui causalidade sobre quadros clínicos a distorções vertebrais materiais (subluxações inatas) inexistentes estruturalmente.
A761,Mituo Taketani,F34,Religião,M37,Não Ciência,Cinza,Edificação puramente dogmática que opera sem submissão ao modelo metodológico materialista imposto pelos três estágios.
A762,Mituo Taketani,F34,Sociologia,M38,Ciência,Verde,Afere dados empíricos observáveis a fim de evidenciar dinâmicas populacionais reguladas por fórmulas e probabilidades essenciais.
A763,Mituo Taketani,F34,Teologia,M39,Não Ciência,Cinza,Proposições analíticas da transcendência estritamente distantes da imposição do ciclo metodológico fenomenológico-substancial.
A764,Mituo Taketani,F34,Teoria das Cordas,M40,Pseudociência,Vermelho,Pela definição objetiva de Taketani: gera o estágio essencial matemático mais elaborado da atualidade sem qualquer prova material.
A765,Mituo Taketani,F34,Terraplanismo,M41,Pseudociência,Vermelho,Contraria frontalmente o ciclo ao renegar fatos fenomênicos consolidados com o fim de salvar estruturas físicas nulas.
A766,Mituo Taketani,F34,Atomismo,M42,Ciência,Verde,Processo que evoluiu do questionamento macroscópico fenomênico à estrutura elementar quantificável matematicamente.
A767,Mituo Taketani,F34,Criticismo literário,M43,Não Ciência,Cinza,Investigação inteiramente hermenêutica voltada a textos e estéticas culturais não regida pela dialética objetiva da matéria física.
A768,Hu Shih,F35,Acupuntura,M01,Pseudociência,Vermelho,Falha na verificação prática rigorosa; converteu-se em dogma tradicional refratário ao ceticismo metodológico.
A769,Hu Shih,F35,Alquimia,M02,Pseudociência,Vermelho,"Formulou hipóteses estagnadas que, ao falharem na prova prática, transformaram-se em premissas esotéricas dogmáticas."
A770,Hu Shih,F35,Antropologia Biológica,M03.1,Ciência,Verde,Trata hipóteses evolutivas como ferramentas provisórias submetidas à experimentação e corroboração empírica rigorosa.
A771,Hu Shih,F35,Arqueologia,M03.2,Ciência,Verde,"Emprega o ceticismo construtivo contra narrativas tradicionais, testando hipóteses materiais contra evidências empíricas tangíveis."
A772,Hu Shih,F35,Antropologia Cultural/Social,M03.3,Não Ciência,Cinza,Disciplina interpretativa cujas formulações hermenêuticas não são instrumentalizadas para teste prático exato.
A773,Hu Shih,F35,Antropologia Linguística,M03.4,Não Ciência,Cinza,"Pesquisa de cunho descritivo cultural, isenta da imposição pragmática de validação experimental empírica."
A774,Hu Shih,F35,Artes Visuais,M04.1,Não Ciência,Cinza,Atuação estético-criativa desvinculada do objetivo de estabelecer verdades via prova prática metodológica.
A775,Hu Shih,F35,Artes Cênicas,M04.2,Não Ciência,Cinza,Prática performática humana desobrigada da formulação e da refutação de hipóteses instrumentalizáveis.
A776,Hu Shih,F35,Artes Musicais,M04.3,Não Ciência,Cinza,Produção sonora e sensível que dispensa o crivo do ceticismo construtivo sobre fatos empíricos contingentes.
A777,Hu Shih,F35,Artes Aplicadas e Design,M04.4,Não Ciência,Cinza,Atividade projetual técnica que não se estrutura como pesquisa para verificação prática de premissas naturais.
A778,Hu Shih,F35,Astrologia,M05,Pseudociência,Vermelho,"Aceitação passiva da tradição; mantém seus postulados imunes ao descarte empírico, mesmo falhando repetidamente na experimentação."
A779,Hu Shih,F35,Astronomia,M06,Ciência,Verde,"Utiliza hipóteses cosmológicas arrojadas como ferramentas provisórias, testadas incessantemente por evidências ópticas e radiométricas."
A780,Hu Shih,F35,Ecologia,M07.1,Ciência,Verde,"Submete modelos sistêmicos ambientais a rigoroso escrutínio empírico, descartando premissas ineficazes na prática de campo."
A781,Hu Shih,F35,Biologia Molecular,M07.2,Ciência,Verde,"Aplica a dúvida metódica ao estudo celular, demandando corroboração prática estrita para qualquer proposição teórica."
A782,Hu Shih,F35,Biorritmos,M08,Pseudociência,Vermelho,Formulação desprovida de verificação rigorosa cujos defensores rejeitam o descarte pragmático perante fortes evidências contrárias.
A783,Hu Shih,F35,Criacionismo,M09,Pseudociência,Vermelho,Submissão autoritária a dogmas tradicionais; recusa o ceticismo construtivo e a testabilidade instrumental das suas afirmações.
A784,Hu Shih,F35,Design Inteligente,M10,Pseudociência,Vermelho,"Apropria-se de terminologia técnica, mas falha em gerar consequências testáveis na realidade, resguardando dogmas imanentes intransigentes."
A785,Hu Shih,F35,Direito,M11,Não Ciência,Cinza,"Sistema prescritivo embasado no autoritarismo legal e na tradição normativa, não na verificação empírica pragmática da materialidade."
A786,Hu Shih,F35,Microeconomia,M12.1,Ciência,Verde,"Considera modelos comportamentais como ferramentas analíticas provisórias, validando-as criticamente contra dados estatísticos de mercado."
A787,Hu Shih,F35,Macroeconomia,M12.2,Ciência,Verde,"Testa hipóteses agregadas através de experimentação indireta, alterando matrizes teóricas quando falham na aplicação instrumental."
A788,Hu Shih,F35,Economia aplicada,M12.3,Ciência,Verde,Consolidação do pragmatismo metodológico: utiliza teorias estritamente como ferramentas para verificação pragmática em políticas reais.
A789,Hu Shih,F35,Engenharia de pesca,M13.1,Ciência,Verde,Emprega hipóteses biológicas como instrumentos operacionais sujeitos a testes práticos contínuos de eficiência populacional.
A790,Hu Shih,F35,Engenharia aeroespacial,M13.2,Ciência,Verde,Validação instrumental absoluta; modelos aerodinâmicos são ferramentas provisórias ratificadas exclusivamente pelo sucesso pragmático material.
A791,Hu Shih,F35,Esportes,M14,Não Ciência,Cinza,Prática motora de rendimento orgânico não estruturada para a formulação e verificação de verdades empíricas provisórias.
A792,Hu Shih,F35,Filosofia - Estética,M15.1,Não Ciência,Cinza,"Investigação axiológica do belo que opera no domínio do juízo de valor, sem gerar hipóteses verificáveis empiricamente."
A793,Hu Shih,F35,Filosofia - Ética,M15.2,Não Ciência,Cinza,Abordagem normativa das condutas que não se submete à validação instrumental ou à prova prática material verificável.
A794,Hu Shih,F35,Filosofia - Metafísica,M15.3,Não Ciência,Cinza,Premissas apriorísticas elaboradas sem gerar consequências instrumentais exigidas para experimentação na realidade fática.
A795,Hu Shih,F35,Filosofia - Epistemologia,M15.4,Não Ciência,Cinza,"Estudo analítico-dedutivo da teoria do conhecimento, estruturalmente isento do rigor pragmático de verificação laboratorial."
A796,Hu Shih,F35,Filosofia - Lógica,M15.5,Não Ciência,Cinza,"Formula tautologias formais válidas por definição axiomática, não requerendo atestado pragmático fenomênico."
A797,Hu Shih,F35,Física,M18,Ciência,Verde,"Incentiva hipóteses arrojadas, testando-as sob máxima severidade instrumental e descartando ideias historicamente falhas."
A798,Hu Shih,F35,Frenologia,M19,Pseudociência,Vermelho,Ideia que falhou gravemente na prática e resistiu ao descarte empírico imediato por apego autoritário de seus proponentes originais.
A799,Hu Shih,F35,Geografia Física,M20.1,Ciência,Verde,Exige evidências empíricas de campo para corroborar ou descartar criticamente modelos teóricos sobre a dinâmica estrutural.
A800,Hu Shih,F35,Geografia Humana,M20.2,Ciência,Verde,Levanta premissas espaciais e demográficas provadas a partir de evidências de campo e instrumentação metodológica rigorosa.
A801,Hu Shih,F35,Geotecnologias,M20.3,Ciência,Verde,A ferramenta define a validade teórica; modelos espaciais assumem valor exclusivamente quando corroborados pela exatidão cartográfica.
A802,Hu Shih,F35,História,M21,Não Ciência,Cinza,Disciplina documental interpretativa cujas narrativas passadas não configuram ferramentas preditivas para verificação instrumental material.
A803,Hu Shih,F35,Homeopatia,M22,Pseudociência,Vermelho,"Convertida em tradição clínica autoritária, rejeita a refutação pragmática mesmo ante falhas sistemáticas em testes estritos de experimentação."
A804,Hu Shih,F35,Linguística Formal,M23,Ciência,Verde,Estrutura modelos cognitivos provisórios geradores de consequências passíveis de teste instrumental em sintaxe e processamento.
A805,Hu Shih,F35,Literatura,M24,Não Ciência,Cinza,Manifestação estética narrativa descomprometida com o escrutínio cético necessário à comprovação metodológica material.
A806,Hu Shih,F35,Marxismo,M25,Pseudociência,Vermelho,"Ao falhar na previsão empírica estrita, seus defensores dogmatizaram as premissas em vez de descartá-las instrumentalmente, blindando-as da crítica."
A807,Hu Shih,F35,Matemática,M26,Não Ciência,Cinza,Produz verdades dedutivas formais inerentemente independentes do pragmatismo empírico e de experimentações exatas contingentes.
A808,Hu Shih,F35,Medicina,M27,Ciência,Verde,Padrão de cuidado na verificação; práticas terapêuticas são rigorosamente concebidas como ferramentas abolidas perante ineficácia empírica.
A809,Hu Shih,F35,Psicologia,M28,Ciência,Verde,Formula hipóteses cognitivo-comportamentais balizadas pela medição prática rigorosa e descartadas perante refutação instrumental psicométrica.
A810,Hu Shih,F35,Mitologia explicativa (Etiológica),M29,Não Ciência,Cinza,"Subsiste exclusivamente pela tradição cultural dogmática, absolutamente alienada da dúvida metódica pragmática."
A811,Hu Shih,F35,Mitologia Narrativa (Épica),M29,Não Ciência,Cinza,Sistema fabular herdado que opera perfeitamente sem o dever pragmático de propor ferramentas investigativas factuais.
A812,Hu Shih,F35,Neurociência,M30,Ciência,Verde,"Exerce ceticismo metódico estruturado, substituindo ativamente paradigmas anatômicos quando invalidados pela instrumentação tecnológica moderna."
A813,Hu Shih,F35,"Parapsicologia (Telepatia, Telecinese)",M31,Pseudociência,Vermelho,Preserva hipóteses inoperantes recusando dogmaticamente o ceticismo construtivo frente a falhas ininterruptas na prova prática.
A814,Hu Shih,F35,Pedagogia,M32,Não Ciência,Cinza,"Estruturação da prática formativa sustentada amiúde no autoritarismo intelectual, sem submissão prioritária à validação instrumental estrita."
A815,Hu Shih,F35,Política,M33,Não Ciência,Cinza,"Esfera do embate normativo fortemente guiada por diretrizes institucionais inquestionadas, diametralmente oposta à neutralidade metódica de comprovação."
A816,Hu Shih,F35,Psicanálise,M34,Pseudociência,Vermelho,"Edificou-se como sistema hermético, ressignificando anomalias retrospectivamente para proteger premissas fundamentais contra qualquer refutação prática."
A817,Hu Shih,F35,Química Analítica ,M35,Ciência,Verde,Uso instrumental absoluto da formulação teórica no limite quantitativo para garantir a reprodutibilidade perante prova material.
A818,Hu Shih,F35,Física - Química ,M35,Ciência,Verde,Hipóteses arrojadas de termodinâmica e arranjo atômico que só sobrevivem enquanto validadas pela severa prova instrumental e estequiométrica contínua.
A819,Hu Shih,F35,Quiropraxia,M36,Pseudociência,Vermelho,"Promove dogmas etiológicos refratários ao descarte, ignorando o imperativo pragmático do ceticismo construtivo mediante fracasso empírico."
A820,Hu Shih,F35,Religião,M37,Não Ciência,Cinza,"Baseada integralmente no autoritarismo ontológico e na aceitação da revelação divina, suprimindo o ceticismo metodológico sistemático."
A821,Hu Shih,F35,Sociologia,M38,Ciência,Verde,"Avalia estruturas societárias valendo-se de modelagem analítica pragmática, descartando formulações confrontadas por métricas e dados objetivos."
A822,Hu Shih,F35,Teologia,M39,Não Ciência,Cinza,"Sistema especulativo dedicado a dogmas transcendentes que, por definição de escopo, escapa da verificação instrumental e do pragmatismo físico."
A823,Hu Shih,F35,Teoria das Cordas,M40,Não Ciência,Cinza,Estruturação matemática arrojada que incorre em incapacidade transitória de prover ferramentas passíveis de prova prática no laboratório.
A824,Hu Shih,F35,Terraplanismo,M41,Pseudociência,Vermelho,"Negação direta da prova prática e evidência cartográfica, criando dogmas irracionais em favor da blindagem irracional a constatações materiais."
A825,Hu Shih,F35,Atomismo,M42,Ciência,Verde,Princípio ontológico que transitou da especulação inicial à validade absoluta após ser atestado pragmática e repetidamente pelo rigor instrumental empírico.
